,城市,价格,出游人数,评论数,详细出游人数,满意度,来回交通工具,行程天数,住宿类型,行程内交通时长,目的地,编号
1205,广州,549,2, , , ,高铁二等座/高铁二等座, , , , ,320004313
1206,广州,2862, , , , ,高铁二等座/高铁二等座, ,共4次, , ,320003017
1207,广州,2188, , , , ,自行安排/自行安排, , , , ,210977047
1208,广州,408, , , , , , , , , ,210977178
1209,广州,2098, , , , , , , , , ,210977624
1210,广州,1500, , , , ,自行安排/自行安排,共8个,2晚经济型, , ,210619288
1211,广州,1080, , , , ,自行安排/自行安排, , , , ,210791209
1212,广州,880, , , , , , , , , ,210958664
1213,广州,1180, , , , , , , , , ,210554103
1214,广州,2480, , , , ,自行安排/自行安排,共5个,"2晚高档型,1晚豪华型", , ,210932861
1215,广州,1649, , , , , , , , , ,210926842
1216,广州,900, , , , , , , , , ,210921646
1217,广州,1699, , , , ,自行安排/自行安排, , , , ,210924861
1218,广州,1330, , , , , ,共12个, , , ,210838558
1219,广州,2642, , , , , , , , , ,210826884
1220,广州,1545, , , , ,自行安排/自行安排, , , , ,210964979
1221,广州,1609, , ,78,93, , , , , ,210826465
1222,广州,1100, , , , , , , , , ,210713535
1223,广州,1110, , ,4,94,飞机/飞机, , , , ,210488004
1224,广州,3820, , , , , , , , , ,210652878
1225,广州,2499, , ,2,100, , , , , ,210921653
1226,广州,1215, , , , ,高铁二等座/高铁二等座, , , , ,210971636
1227,广州,8300, , , , , , , , , ,210930502
1228,广州,2459, , , , , , , , , ,210977720
1229,广州,2400, , , , ,飞机/飞机, , , , ,210895844
1230,广州,1017,1,1人, , , , , , , ,210925038
1231,广州,3800,16,2人, , , , , , , ,210930010
1232,广州,1017,10,1人, , ,自行安排/自行安排, , , , ,210972797
1233,广州,5300,9, , , , , , , , ,210930012
1234,广州,1660,6, , , , , , , , ,210989542
1235,广州,1900,6, , , ,飞机/飞机, , , , ,210975098
1236,广州,1060,12, , , , , , , , ,210973451
1237,广州,1016,10, , , , , , , , ,210752125
1238,广州,745,9, , , ,汽车/汽车, , , , ,300225223
1239,广州,828,8, , , , , , , , ,210517595
1240,广州,789,7, , , , , , , , ,300228146
1241,广州,699,7, , , ,自行安排/自行安排, , , , ,300621583
1242,广州,699,6, , , , , , , , ,300623026
1243,广州,895,6, , , , , , , , ,300280561
1244,广州,822,5, , , ,自行安排/自行安排, , , , ,300435348
1245,广州,770,5, , , , , , , , ,210500663
1246,广州,495,4, , , , , , , , ,300323606
1247,广州,2915,4, , , ,自行安排/自行安排, , ,共1次,桂林,210568669
1248,广州,588,3, , , , , , , , ,300408903
1249,广州,789,3, , , , , , , , ,300224607
1250,广州,999,15, , , ,自行安排/自行安排, , , , ,300484181
1251,广州,730,5, , , , , , , , ,300408922
1252,广州,488,5, , , , , , , , ,300225222
1253,广州,695, , , , ,汽车/自行安排, , , , ,300221153
1254,广州,448, , , , , , , , , ,300329763
1255,广州,448, , , , , , , , , ,300231199
1256,广州,240, , , , ,动车组/动车组, , , , ,300220721
1257,广州,799, , ,8,100,飞机/飞机, , , , ,300621653
1258,广州,629, , , , ,汽车/汽车, , , , ,300323609
1259,广州,622, , , , , , , , , ,300380258
1260,广州,2109,5.4万,1.2万人,10652,97, , ,4晚五星级, , ,210081623
1261,广州,2141,1846,474人,9067,97, ,共7个, , , ,210114048
1262,广州,2098,1.5万,2966人,4766,97,飞机/飞机, , , , ,210057868
1263,广州,3148,9378,1846人, , ,飞机/飞机,共12个, ,共1次,北京,210783291
1264,广州,1644,4623,1046人,7875,98,汽车/汽车, , , , ,210667135
1265,广州,2603,3586,811人, , , ,共16个, , , ,210053139
1266,广州,2453,5.4万,1.2万人, , , , ,共1次,约3小时（行程内）,北京,210081841
1267,广州,3509,1.0万,1949人,4,100,汽车/汽车, , ,约3小时（行程内）,北京,210473638
1268,广州,2688,1.1万,1988人,6063,95, , ,共1次，约20分钟,约4小时（行程内）,北京,210673653
1269,广州,3019,4001,825人, , , ,共16个, ,约4小时（行程内）,北京,210599819
1270,广州,2303,457,131人,470,99,飞机/飞机, ,4晚豪华型, , ,210647361
1271,广州,2239,4435,890人, , ,飞机/飞机,共12个, , , ,210599799
1272,广州,1842,6621,1018人,53799,97,汽车/汽车, , , , ,210169561
1273,广州,2588,7167,1434人, , , ,共11个,5晚豪华型, , ,210673727
1274,广州,3959,241,54人,177,99, , ,4晚豪华型,约3小时（行程内）,北京,210683014
1275,广州,1525,64,2人, , ,汽车/汽车,共15个,4晚五星级, , ,210608679
1276,广州,1597,74,16人,1007,98, ,共16个,4晚高档型,共1个购物点，约40分钟,北京,210161272
1277,广州,2739,9067,1717人, , , , ,共1次, , ,210117699
1278,广州,268,3260,402人,53839,97, ,共13个, ,约3小时（行程内）,北京,210109049
1279,广州,134,3429,664人, , , , ,3晚高档型,约4小时（行程内）,北京,210547362
1280,广州,2439,470,102人,1846,97,飞机/飞机,共12个, , , ,210472669
1281,广州,2129,4,1人, , ,汽车/汽车,共11个, ,约4小时（行程内）,北京,210983140
1282,广州,2863,349,586人,14604,93, ,共12个,4晚高档型, , ,210608694
1283,广州,488,4766,793人, , , ,共11个, , , ,210548840
1284,广州,862,6063,1403人,9378,96,飞机/飞机,共12个,4晚高档型, , ,210645431
1285,广州,141,7875,172人,3586,97, , , , , ,210515829
1286,广州,1394,2,45人, , , ,共14个,4晚舒适型, , ,210847909
1287,广州,116,1007,1.2万人,4623,94,自行安排/自行安排, , , , ,210648874
1288,广州,143,177, , , , , ,4晚豪华型, , ,210544743
1289,广州,1349,5.4万, ,10410,97, ,共13个,4晚五星级, , ,210081848
1290,广州,1099,1.0万,2309人,53799,97, ,共5个,共1次，约20分钟, , ,210589561
1291,广州,2307,5362,1102人,1007,98, , , ,约4小时（行程内）,北京,210673640
1292,广州,505,754,158人, , , ,共12个, , , ,210469366
1293,广州,158,358,106人, , , ,共13个,共1次，约20分钟, , ,210618207
1294,广州,999,3.5万,7275人,6063,95,飞机/飞机, , , , ,210058466
1295,广州,523,36,6人, , , ,共13个, ,共2次,北京,210191363
1296,广州,1799,1.1万,1988人,10235,95, , , , , ,210117626
1297,广州,486,14,2人, , ,飞机/飞机,共12个, ,约3小时（行程内）,北京,210964424
1298,广州,128,2,8人,754,96, ,共11个,4晚高档型, , ,320005629
1299,广州,860,2,2735人, , , , , , , ,210479998
1300,广州,2199,10,473人,5362,97,飞机/飞机,共16个, ,约8小时（行程内）,承德,210926282
1301,广州,2058,1.2万,1046人,34823,94,汽车/汽车, , ,约4小时（行程内）,北京,210591057
1302,广州,2529,2337,825人, , , ,共12个,共1次，约20分钟, , ,210599066
1303,广州,1841,4623,1434人,359,97, , , , , ,210667137
1304,广州,2739,4001,7303人, , ,飞机/飞机, , ,约3小时（行程内）,北京,210599817
1305,广州,2859,7167,1.2万人,36,98,飞机/飞机,共12个, ,约4小时（行程内）,北京,210611337
1306,广州,2823,3.5万,41人,14,100,汽车/汽车, , , , ,210144242
1307,广州,3428,5.4万,7275人, , , , ,4晚高档型, , ,210119300
1308,广州,2829,3.5万,7275人,10652,97, , , , , ,300344753
1309,广州,2004,3.5万,2781人, , ,飞机/飞机,共13个, , , ,210464711
1310,广州,2373,1.2万,400人,2337,96,汽车/汽车, ,共1次，约20分钟, , ,210058500
1311,广州,2134,1582,755人,10,100, ,共13个, , , ,210590958
1312,广州,731,5779,608人, , , , ,共1个购物点，约40分钟, , ,210681364
1313,广州,118,1988,226人,4001,97, , , , , ,210065815
1314,广州,1907,888,1529人,4623,94, ,共10个,4晚豪华型, , ,210516190
1315,广州,2594,6899,310人, , ,汽车/汽车, , , , ,210591666
1316,广州,122,2308,491人,12196,95, ,共11个, , , ,210666689
1317,广州,1922,2334,1172人, , , , ,"3晚高档型,1晚豪华型", , ,210815605
1318,广州,1543,1.1万, ,7167,97, ,共13个,5晚高档型, , ,210670486
1319,广州, , , ,34999,94, , , , , ,210608751
1320,广州,2623,1.2万,2673人, , , , ,3晚豪华型, , ,210667139
1321,广州,2443,1.2万,2725人,359,97,飞机/飞机, ,4晚豪华型, , ,210747816
1322,广州,3327,1.4万,3419人, , ,自行安排/自行安排,共10个, ,共5次,西安,210990366
1323,广州,104,574,157人,34823,94, , , , , ,210698930
1324,广州,2539,7167,1434人, , , , , ,约3小时（行程内）,北京,210552306
1325,广州,2873,1810,333人,36,98,飞机/飞机, , , , ,210468929
1326,广州,2573,419,73人,14,100,飞机/飞机,共13个,共5次，约7小时,共4次,宝鸡,210682786
1327,广州,5963,233,31人, , , , , ,共8次,北京,210091519
1328,广州,178,697,106人,10652,97, , , , , ,210815746
1329,广州,1953,1418,721人, , ,飞机/高铁二等座,共13个, , , ,210608834
1330,广州,2086,8153,1256人, , , , ,共6次, , ,210169587
1331,广州,2463,7515,1679人,10,100, ,共11个, , , ,210747159
1332,广州,2800,141,27人,2337,96,飞机/飞机, , ,共1个购物点，约40分钟,北京,210172489
1333,广州,2268,199,36人,12196,95,火车/火车, ,4晚豪华型, , ,210161567
1334,广州,4012,34,12人, , , ,共13个, , , ,210480829
1335,广州,123,140,35人,4623,94, , ,5晚高档型, , ,210618204
1336,广州,655,521,44人, , ,火车/火车,共13个, , , ,210569168
1337,广州,2632,6601,1014人,7167,97, , ,2晚高档型, , ,300617730
1338,广州,1911,201,34人,4001,97, ,共10个, , , ,210486720
1339,广州,2543,366,81人,34999,94,火车/火车, , , , ,210755061
1340,广州,330,203,29人, , , ,共19个, , , ,210502135
1341,广州,2543,366,81人,53839,97, , ,共5次, , ,210758378
1342,广州,2250,20,3人, , , ,共12个, , , ,210557408
1343,广州,1381,187,27人,34823,94, ,共9个, , , ,210869289
1344,广州,2626,37,9人, , ,高铁二等座/高铁二等座,共13个, , , ,210088145
1345,广州,2530,4076,807人,34823,94, , , ,约4小时（行程内）,北京,210173464
1346,广州,1649,366,81人,12397,95, , , , , ,210635458
1347,广州,1609,366,81人, , ,汽车/汽车, ,5晚高档型, , ,210557416
1348,广州,1591,107,22人, , , ,共19个,2晚高档型, , ,210615848
1349,广州, , , , , , , , , , ,210747818
1350,广州,3050,11,3人,697,95,汽车/汽车, ,共5次，约7小时, , ,210480044
1351,广州,2800,62,10人, , , ,共12个, , , ,210173449
1352,广州,158,9608,1658人,8153,93, ,共19个,5晚高档型, , ,210091374
1353,广州,3349,2925,543人, , ,自行安排/自行安排, , ,约4小时（行程内）,北京,210117501
1354,广州,1959,366,81人,7515,95, ,共9个, , , ,210476422
1355,广州,2672,13,1人, , , ,共13个, , , ,210632211
1356,广州,123,4669,1053人,141,86,自行安排/自行安排, ,共5次, , ,210425221
1357,广州,2523,1.1万,1988人, , , ,共19个, ,约3小时（行程内）,北京,210640067
1358,广州,207,2106,626人, , , , ,共6次, , ,210479579
1359,广州,116,2220,323人,6601,93,自行安排/自行安排, , , , ,210091163
1360,广州,3973,9086,1720人, , , ,共24个, ,约4小时（行程内）,北京,210117760
1361,广州,3300,4564,919人,199,82, , ,共6次,约4小时（行程内）,北京,210555501
1362,广州,3300,9086,1720人, , , ,共17个, ,约4小时（行程内）,北京,210118504
1363,广州,1791,1460,254人,521,98, , ,5晚豪华型, , ,210034223
1364,广州,258,244,38人,34, ,自行安排/自行安排, , ,共2次，约8小时,北京,210664165
1365,广州,1851,52,7人, ,99,飞机/飞机, , , , ,210747170
1366,广州,99,1805,313人,140,98,飞机/高铁二等座, ,共5次,约19分钟（行程内）,北京,210772552
1367,广州,158,1254,264人, , , , , , , ,210515483
1368,广州,205,188,33人,201,97, , , , , ,210679201
1369,广州,4254,1.0万,1949人, , ,飞机/飞机,共21个,3晚豪华型,约3小时（行程内）,北京,210473641
1370,广州,3354,4076,807人,20,100, , , ,约4小时（行程内）,北京,210635463
1371,广州,3037,2931,545人, , , , ,5晚豪华型, , ,210732069
1372,广州,2617,2,1人,366,93,飞机/飞机, , , , ,210456270
1373,广州,240,7,1人, , ,飞机/飞机,共2个,5晚五星级,约4小时（行程内）,北京,210873235
1374,广州,278,724,194人,366,93,火车/火车, , ,共1个购物点，约40分钟,北京,210481704
1375,广州,225,177,14人, , , ,共2个,4晚三星级, , ,210681281
1376,广州,298,99,15人,37,86, , ,5晚豪华型, , ,210760616
1377,广州,795,21,1人, , ,火车/火车,共26个,5晚高档型, , ,210587942
1378,广州,4059,6805,1309人,107,92, , , , , ,210526828
1379,广州,2217,11,1人,366,93, ,共11个, , , ,210456289
1380,广州,1619,5062,607人,140,98, , ,4晚三星级, , ,210977669
1381,广州,192,346,160人, , , , , , , ,210525234
1382,广州,4929,9221,1736人,1418,99, , ,5晚高档型, , ,210117737
1383,广州,3149,34,13人, , , , , , , ,210662825
1384,广州,1899,40,3人,521,98,高铁二等座/高铁二等座, , , , ,210186819
1385,广州,1762,45,5人, , , ,共16个,5晚豪华型, , ,210481003
1386,广州,253,30,6人,6601,93, ,共12个,5晚高档型, , ,210784809
1387,广州,1292,6275,590人, , ,高铁二等座/高铁二等座,共21个, , , ,210602342
1388,广州,5023,1.1万,1947人, , , , , , , ,210663446
1389,广州,3339,336,74人,366,93, ,共13个,4晚豪华型, , ,210612064
1390,广州,129,255,52人, , ,飞机/飞机, ,4晚豪华型, , ,210770842
1391,广州,1334,10,1人,201,97,汽车/汽车,共25个, ,约3小时（行程内）,北京,210470379
1392,广州,60,85,27人, , , , , , , ,210729693
1393,广州,268,89,50人,203,94, ,共20个, , , ,210620183
1394,广州,4649,9221,1736人, , ,高铁二等座/高铁二等座, ,4晚豪华型, , ,210118498
1395,广州,121,67,15人,366,93, , , , , ,210728222
1396,广州,1730,7167,1434人, , , ,共12个,共5次，约7小时, , ,210555946
1397,广州,473,314,32人,20,100,飞机/飞机,共26个, , , ,210607557
1398,广州,526,984,208人, , ,飞机/飞机, , ,约3小时（行程内）,北京,210097390
1399,广州,135,67,11人,187,97,火车/火车, , , , ,210963925
1400,广州,123,156,21人, , , , ,4晚豪华型, , ,210759823
1401,广州,5029,41,6人,141,86, ,共8个, ,约3小时（行程内）,北京,210982007
1402,广州,1584,5.3万,1.2万人, , ,汽车/汽车, , , , ,210119215
1403,广州,192,21,6人,4076,97, , , , , ,210988585
1404,广州,5323,174,23人,366,93, ,共12个, ,约3小时（行程内）,北京,210930515
1405,广州,4759,43,7人, , , ,共12个,共8次, , ,210948550
1406,广州,105,110,9人,366,93, ,共12个, , , ,210690878
1407,广州,2249,1.5万,3049人, , ,火车/火车, , ,共1次,北京,210070913
1408,广州,326,221,40人,107,92, ,共18个,4晚豪华型, , ,210121579
1409,广州,109,12,2人, , , , , , , ,210933007
1410,广州,2718,4,1人, , , , , ,共1个购物点，约30分钟,西安,210740101
1411,广州,5178,1.5万,3049人,188,100, , , ,共1次,北京,210617206
1412,广州,649,287,19人, , ,飞机/飞机, , , , ,300325025
1413,广州,670,45,4人,4076,97,飞机/飞机, ,4晚豪华型, , ,210979684
1414,广州,879,137,8人,10410,97, , , , , ,210941961
1415,广州,611,192,45人,724,98, , , , , ,210961435
1416,广州,579,75,20人, , , ,共12个, , , ,210350671
1417,广州,1105,3.5万,7275人,177,98, ,共11个,4晚豪华型, , ,210249975
1418,广州,446,6,2人, , ,飞机/飞机, , , , ,210094403
1419,广州,104,30,2人,99,100, , , , , ,210449445
1420,广州,388,19,4人,7,100, , , , , ,210730297
1421,广州,2093,21,3人, , ,飞机/飞机, ,4晚五星级, , ,210381165
1422,广州,181,59,9人, , ,汽车/汽车,共10个, , , ,210601830
1423,广州,547,70,19人,21,100, , , , , ,210681289
1424,广州,842,78,15人, , , ,共16个, , , ,210193983
1425,广州,305,73,9人,2,100,飞机/飞机, ,4晚高档型, , ,210349564
1426,广州,1249,1.2万,3121人,2931,99, ,共11个, , , ,210681302
1427,广州,5178,2334,491人,11,80, , , , , ,210647216
1428,广州,172,454,52人, , ,高铁二等座/高铁二等座, ,4晚豪华型, , ,210670507
1429,广州,649,12,1人,6805,97, ,共15个, ,共1次,北京,210419862
1430,广州,244,25,5人, , , , ,4晚五星级, , ,210993742
1431,广州,198,35,7人,11,100,高铁二等座/高铁二等座, , , , ,210650586
1432,广州,822,3781,556人, , , ,共12个,4晚豪华型, , ,210681301
1433,广州,1268,1.2万,3121人,62,81, , , , , ,210042075
1434,广州,229,8,1人, , ,飞机/飞机, , , , ,210647248
1435,广州,196,9,1人,9608,96,汽车/汽车, ,4晚豪华型, , ,210616673
1436,广州,1269,9,1人, , , ,共11个, , , ,210616533
1437,广州,904,7,1人,2925,99, , , , , ,210462370
1438,广州,1320,5,1人,13,100,飞机/飞机, ,"5晚舒适型,1晚经济型", , ,210617270
1439,广州, , , , , ,高铁二等座/高铁二等座,共19个,4晚豪华型, , ,210697502
1440,广州,297,6,1人,177,98, ,共16个, , , ,210964218
1441,广州,255,21,5人,99,100,飞机/飞机,共11个, , , ,210873227
1442,广州,180,20,4人, , , ,共5个, , , ,210915892
1443,广州,158,13,2人, , , , ,"5晚舒适型,1晚经济型", , ,210767026
1444,广州,899,2334,491人,21,100,汽车/汽车, ,4晚豪华型, , ,210060357
1445,广州,211,193,39人, , , , , , , ,210448588
1446,广州,196,3,1人,6805,97, , ,1晚豪华型, , ,210616705
1447,广州,981,14,1人, , ,火车/火车, , , , ,210932263
1448,广州,232,5,2人,11,80, ,共12个, , , ,210758114
1449,广州,183,169,25人, , , , , , , ,210114609
1450,广州,205,21,2人,5062,97,火车/火车, , , , ,210916805
1451,广州,296,13,2人, , , , , , , ,210887952
1452,广州,1479,1328,334人,346,99, , , , , ,210675890
1453,广州,2799,943,233人, , ,飞机/飞机, ,共1次，约20分钟, , ,210481172
1454,广州,692,579,53人,9221,97, , , , , ,210645393
1455,广州,2633,2,1人, , , , , , , ,210916796
1456,广州,542,15,2人,34,99,飞机/飞机, , , , ,210471578
1457,广州,218,96,18人, , , ,共11个, ,约19分钟（行程内）,北京,210847302
